date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:01	65/65	---M--	200	added ('OK')	text/plain	etag:%225a78a5c6-41%22	http://html.lionode.com/robots.txt		(from )
13:52:01	43196/43196	---M-Z	200	added ('OK')	text/html	etag:%22a3a3-55acb4d391200-gzip%22	http://html.lionode.com/korslook/	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/index.html	(from )
13:52:03	45756/45756	---MCZ	200	added ('OK')	text/css	etag:W/%22598f42d8-b2bc%22	http://html.lionode.com/korslook/css/style.css	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/css/style.css	(from http://html.lionode.com/korslook/)
13:52:03	32318/32318	---MCZ	200	added ('OK')	text/css	etag:W/%2255b79c68-7e3e%22	http://html.lionode.com/korslook/css/font-awesome.css	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/css/font-awesome.css	(from http://html.lionode.com/korslook/)
13:52:03	938/938	---MC-	200	added ('OK')	text/css	date:Tue,%2003%20Mar%202020%2006:52:05%20GMT	https://fonts.googleapis.com/css?family=Poppins:300,500,600,700	C:/My%20Web%20Sites/webEcom/fonts.googleapis.com/cssc145.css	(from http://html.lionode.com/korslook/)
13:52:04	1701/1701	---MCZ	200	added ('OK')	text/css	etag:W/%22568e0f1a-6a5%22	http://html.lionode.com/korslook/css/owl.carousel.css	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/css/owl.carousel.css	(from http://html.lionode.com/korslook/)
13:52:04	1725/1725	---M--	200	added ('OK')	image/png	etag:%22598e76f8-6bd%22	http://html.lionode.com/korslook/images/favicon.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/favicon.png	(from http://html.lionode.com/korslook/)
13:52:05	43230/43230	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-a3a3%22	http://html.lionode.com/korslook/index.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/index-2.html	(from http://html.lionode.com/korslook/)
13:52:06	4952/4952	---M--	200	added ('OK')	image/png	etag:%22598d0e02-1358%22	http://html.lionode.com/korslook/images/logo.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/logo.png	(from http://html.lionode.com/korslook/)
13:52:07	27869/27869	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-67a6%22	http://html.lionode.com/korslook/cart.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/cart.html	(from http://html.lionode.com/korslook/)
13:52:07	1338/1338	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2253a-5875ce617f476%22	http://html.lionode.com/korslook/product.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/product.html	(from http://html.lionode.com/korslook/)
13:52:09	24227/24227	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-596c%22	http://html.lionode.com/korslook/checkout.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/checkout.html	(from http://html.lionode.com/korslook/)
13:52:10	44049/44049	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-a6de%22	http://html.lionode.com/korslook/grid-view.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/grid-view.html	(from http://html.lionode.com/korslook/)
13:52:11	43041/43041	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-a2d0%22	http://html.lionode.com/korslook/checkout-step1.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/checkout-step1.html	(from http://html.lionode.com/korslook/)
13:52:11	31828/31828	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-7713%22	http://html.lionode.com/korslook/checkout-step2.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/checkout-step2.html	(from http://html.lionode.com/korslook/)
13:52:12	31754/31754	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-76bf%22	http://html.lionode.com/korslook/checkout-step3.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/checkout-step3.html	(from http://html.lionode.com/korslook/)
13:52:13	28075/28075	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-6862%22	http://html.lionode.com/korslook/checkout-step4.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/checkout-step4.html	(from http://html.lionode.com/korslook/)
13:52:14	21844/21844	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-5033%22	http://html.lionode.com/korslook/404.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/404.html	(from http://html.lionode.com/korslook/)
13:52:14	35964/35964	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-8741%22	http://html.lionode.com/korslook/blog.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/blog.html	(from http://html.lionode.com/korslook/)
13:52:15	25637/25637	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-5ef0%22	http://html.lionode.com/korslook/contact-us.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/contact-us.html	(from http://html.lionode.com/korslook/)
13:52:16	29004/29004	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-6c15%22	http://html.lionode.com/korslook/about-us.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/about-us.html	(from http://html.lionode.com/korslook/)
13:52:38	162922/162922	---M--	200	added ('OK')	image/jpeg	etag:%22598e67fc-27c6a%22	http://html.lionode.com/korslook/images/main-banner3.jpg	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/main-banner3.jpg	(from http://html.lionode.com/korslook/)
13:52:39	2180/2180	---M--	200	added ('OK')	image/png	etag:%22598def2e-884%22	http://html.lionode.com/korslook/images/product/pro1.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/pro1.png	(from http://html.lionode.com/korslook/)
13:53:09	2518/2518	---M--	200	added ('OK')	image/png	etag:%22598def34-9d6%22	http://html.lionode.com/korslook/images/product/pro2.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/pro2.png	(from http://html.lionode.com/korslook/)
13:53:38	1239/1239	---M--	200	added ('OK')	image/png	etag:%22598def3e-4d7%22	http://html.lionode.com/korslook/images/product/pro3.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/pro3.png	(from http://html.lionode.com/korslook/)
13:54:08	1575/1575	---M--	200	added ('OK')	image/png	etag:%22598def46-627%22	http://html.lionode.com/korslook/images/product/pro4.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/pro4.png	(from http://html.lionode.com/korslook/)
13:54:09	1569/1569	---M--	200	added ('OK')	image/png	etag:%22598def4c-621%22	http://html.lionode.com/korslook/images/product/pro5.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/pro5.png	(from http://html.lionode.com/korslook/)
13:54:38	2211/2211	---M--	200	added ('OK')	image/png	etag:%22598def52-8a3%22	http://html.lionode.com/korslook/images/product/pro6.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/pro6.png	(from http://html.lionode.com/korslook/)
13:54:39	1563/1563	---M--	200	added ('OK')	image/png	etag:%22598def5a-61b%22	http://html.lionode.com/korslook/images/product/pro7.png	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/pro7.png	(from http://html.lionode.com/korslook/)
13:54:40	46160/46160	---MCZ	200	added ('OK')	text/html	etag:W/%2259d61c08-af0b%22	http://html.lionode.com/korslook/product-detail-view.html	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/product-detail-view.html	(from http://html.lionode.com/korslook/)
13:54:51	50126/50126	---M--	200	added ('OK')	image/jpeg	etag:%22598e470c-c3ce%22	http://html.lionode.com/korslook/images/product/2prod281x366.jpg	C:/My%20Web%20Sites/webEcom/html.lionode.com/korslook/images/product/2prod281x366.jpg	(from http://html.lionode.com/korslook/)
